Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Month,Year
7401,CA-2017-110009,08-09-2017,13-09-2017,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,Sep,2017
7464,CA-2017-103709,08-09-2017,15-09-2017,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,93277,West,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,Sep,2017
99,CA-2017-149223,06-09-2017,11-09-2017,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,Sep,2017
1042,CA-2017-102981,06-09-2017,09-09-2017,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,Sep,2017
2686,CA-2017-133123,06-09-2017,11-09-2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,Sep,2017
4514,CA-2017-145240,06-09-2017,08-09-2017,First Class,BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,Sep,2017
5352,CA-2017-123932,06-09-2017,12-09-2017,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92,Sep,2017
141,CA-2017-110366,05-09-2017,07-09-2017,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,Sep,2017
441,CA-2017-115756,05-09-2017,07-09-2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,Sep,2017
1281,CA-2017-160815,05-09-2017,06-09-2017,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,Sep,2017
1795,CA-2017-140774,05-09-2017,10-09-2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,Sep,2017
3145,US-2017-148110,05-09-2017,11-09-2017,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,Sep,2017
3524,CA-2017-137673,05-09-2017,10-09-2017,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,92105,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116,Sep,2017
3617,CA-2017-154536,05-09-2017,09-09-2017,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,Sep,2017
3874,CA-2017-136231,05-09-2017,07-09-2017,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,Sep,2017
4615,CA-2017-144540,05-09-2017,10-09-2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,Sep,2017
4945,CA-2017-151372,05-09-2017,06-09-2017,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,Sep,2017
5382,CA-2017-149195,05-09-2017,07-09-2017,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,Sep,2017
5880,CA-2017-133319,05-09-2017,11-09-2017,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,Sep,2017
6777,US-2017-152373,05-09-2017,11-09-2017,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",93.456,Sep,2017
6876,US-2017-121013,05-09-2017,10-09-2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06,Sep,2017
7071,CA-2017-164490,05-09-2017,10-09-2017,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9.248,Sep,2017
7522,CA-2017-162383,05-09-2017,11-09-2017,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,43130,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,8.952,Sep,2017
7550,CA-2017-136595,05-09-2017,07-09-2017,First Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",21.204,Sep,2017
7591,CA-2017-158778,05-09-2017,09-09-2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",58.248,Sep,2017
9142,CA-2017-139409,05-09-2017,07-09-2017,First Class,FW-14395,Fred Wasserman,Corporate,United States,New York City,New York,10011,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,Sep,2017
3788,CA-2017-169971,04-09-2017,09-09-2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,Sep,2017
5331,CA-2017-123120,04-09-2017,08-09-2017,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,Sep,2017
5807,CA-2017-149783,04-09-2017,07-09-2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,Sep,2017
6037,CA-2017-131205,04-09-2017,08-09-2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,Sep,2017
8737,CA-2017-168774,04-09-2017,09-09-2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,Sep,2017
9073,CA-2017-142524,04-09-2017,08-09-2017,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,16.56,Sep,2017
9602,CA-2017-117604,04-09-2017,09-09-2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,239.5,Sep,2017
870,CA-2017-158099,03-09-2017,05-09-2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,Sep,2017
1382,US-2017-100566,03-09-2017,09-09-2017,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,Sep,2017
2160,CA-2017-159737,03-09-2017,09-09-2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,Sep,2017
2283,CA-2017-132143,03-09-2017,05-09-2017,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,Sep,2017
2772,CA-2017-163986,03-09-2017,10-09-2017,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,53186,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,Sep,2017
5354,US-2017-101616,03-09-2017,06-09-2017,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,71203,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,Sep,2017
6779,US-2017-147711,03-09-2017,08-09-2017,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94,Sep,2017
7563,US-2017-104815,03-09-2017,07-09-2017,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Chicago,Illinois,60610,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,Sep,2017
8660,CA-2017-153185,03-09-2017,08-09-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,Sep,2017
1408,CA-2017-130407,02-09-2017,06-09-2017,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,Sep,2017
3416,CA-2017-116540,02-09-2017,02-09-2017,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,Sep,2017
5429,CA-2017-113096,02-09-2017,04-09-2017,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,94122,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,Sep,2017
6763,CA-2017-144764,02-09-2017,08-09-2017,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,Sep,2017
6937,CA-2017-129847,02-09-2017,04-09-2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,Sep,2017
7078,CA-2017-106950,02-09-2017,06-09-2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,Sep,2017
8179,CA-2017-166429,02-09-2017,08-09-2017,Standard Class,TG-21310,Toby Gnade,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,Sep,2017
8679,CA-2017-112739,02-09-2017,07-09-2017,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.608,Sep,2017
9069,CA-2017-106278,02-09-2017,05-09-2017,Second Class,BM-11140,Becky Martin,Consumer,United States,Des Moines,Washington,98198,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,Sep,2017
9233,CA-2017-126732,02-09-2017,06-09-2017,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,94.68,Sep,2017
350,CA-2017-129714,01-09-2017,03-09-2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,Sep,2017
963,CA-2017-120859,01-09-2017,04-09-2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,Sep,2017
2143,CA-2017-155481,01-09-2017,05-09-2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,Sep,2017
6077,CA-2017-151561,01-09-2017,07-09-2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,Sep,2017
6983,CA-2017-116526,01-09-2017,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,Sep,2017
7482,CA-2017-124583,01-09-2017,03-09-2017,Second Class,LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,92646,West,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,Sep,2017
5774,CA-2017-117408,31-08-2017,06-09-2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,Aug,2017
327,US-2017-141544,30-08-2017,01-09-2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,Aug,2017
6337,CA-2017-165995,30-08-2017,06-09-2017,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,Aug,2017
100,CA-2017-158568,29-08-2017,02-09-2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,Aug,2017
1176,CA-2017-161207,29-08-2017,03-09-2017,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,Aug,2017
1242,CA-2017-128727,29-08-2017,04-09-2017,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,Aug,2017
4684,CA-2017-159912,29-08-2017,03-09-2017,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,Aug,2017
2692,US-2017-144211,28-08-2017,02-09-2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,Aug,2017
4070,CA-2017-145303,28-08-2017,31-08-2017,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,Aug,2017
8426,CA-2017-137652,28-08-2017,30-08-2017,First Class,EB-13750,Edward Becker,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.432,Aug,2017
743,US-2017-146710,27-08-2017,01-09-2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,Aug,2017
3342,CA-2017-145982,27-08-2017,01-09-2017,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,122.97,Aug,2017
5603,CA-2017-117919,27-08-2017,29-08-2017,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,Aug,2017
7252,CA-2017-116764,27-08-2017,02-09-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Hollywood,Florida,33021,South,OFF-LA-10002473,Office Supplies,Labels,Avery 484,9.216,Aug,2017
993,CA-2017-105585,26-08-2017,27-08-2017,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,Aug,2017
1463,CA-2017-152289,26-08-2017,28-08-2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,Aug,2017
1870,CA-2017-148201,26-08-2017,29-08-2017,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,Aug,2017
2857,CA-2017-128594,26-08-2017,29-08-2017,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,Aug,2017
3932,CA-2017-132094,26-08-2017,02-09-2017,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,Aug,2017
4584,US-2017-100405,26-08-2017,28-08-2017,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,Aug,2017
5447,US-2017-127425,26-08-2017,31-08-2017,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,Aug,2017
6695,US-2017-163538,26-08-2017,30-08-2017,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Franklin,Wisconsin,53132,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,47.97,Aug,2017
7703,CA-2017-114601,26-08-2017,02-09-2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,11.56,Aug,2017
8357,CA-2017-163174,26-08-2017,30-08-2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Athens,Georgia,30605,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,Aug,2017
9311,US-2017-102141,26-08-2017,31-08-2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,New York City,New York,10024,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,Aug,2017
9586,CA-2017-160598,26-08-2017,28-08-2017,First Class,SV-20815,Stuart Van,Corporate,United States,Miami,Florida,33142,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,31.008,Aug,2017
3017,US-2017-160528,23-08-2017,30-08-2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,Aug,2017
3113,CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,Aug,2017
5615,CA-2017-158001,23-08-2017,27-08-2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,Aug,2017
7988,US-2017-117793,23-08-2017,29-08-2017,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081,Central,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",25.2,Aug,2017
655,CA-2017-137239,22-08-2017,28-08-2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,Aug,2017
4107,US-2017-148334,22-08-2017,26-08-2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,Aug,2017
4900,CA-2017-130484,22-08-2017,27-08-2017,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,97030,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,Aug,2017
7736,US-2017-106313,22-08-2017,26-08-2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.44,Aug,2017
9023,US-2017-141880,22-08-2017,23-08-2017,First Class,TC-21475,Tony Chapman,Home Office,United States,Fort Collins,Colorado,80525,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,Aug,2017
9617,CA-2017-140256,22-08-2017,29-08-2017,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.76,Aug,2017
5312,CA-2017-123414,21-08-2017,27-08-2017,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,OFF-LA-10004559,Office Supplies,Labels,Avery 49,9.216,Aug,2017
5630,US-2017-146066,21-08-2017,23-08-2017,Second Class,RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,Aug,2017
6865,US-2017-126452,21-08-2017,28-08-2017,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,12.672,Aug,2017
8831,CA-2017-167983,21-08-2017,24-08-2017,Second Class,RP-19270,Rachel Payne,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,Aug,2017
1902,CA-2017-151141,20-08-2017,23-08-2017,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,Aug,2017
7096,CA-2017-101980,19-08-2017,20-08-2017,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,146.688,Aug,2017
803,CA-2017-136133,18-08-2017,23-08-2017,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,Aug,2017
2956,CA-2017-153353,18-08-2017,24-08-2017,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,10035,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,Aug,2017
6056,CA-2017-113551,18-08-2017,20-08-2017,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,78539,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.068,Aug,2017
9125,CA-2017-128916,18-08-2017,20-08-2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77070,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,9.552,Aug,2017
3350,US-2017-157308,17-08-2017,21-08-2017,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,Aug,2017
2659,CA-2017-150343,16-08-2017,20-08-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,Aug,2017
6134,CA-2017-148096,16-08-2017,19-08-2017,First Class,AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,Aug,2017
7889,CA-2017-113117,16-08-2017,22-08-2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Davis,California,95616,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,32.4,Aug,2017
637,US-2017-123470,15-08-2017,21-08-2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,Aug,2017
1088,CA-2017-166163,15-08-2017,20-08-2017,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,Aug,2017
2555,CA-2017-118626,15-08-2017,20-08-2017,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544,Aug,2017
2858,CA-2017-154690,15-08-2017,17-08-2017,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,Aug,2017
8895,CA-2017-167241,15-08-2017,22-08-2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,Aug,2017
